ID_0	10.09469705
ID_1	11.16789366
ID_2	11.12674392
ID_3	9.463955937
ID_4	9.67459932
ID_5	10.54558819
ID_6	10.65923501
ID_7	8.903722386
ID_8	9.111364286
ID_9	10.3215688
ID_10	10.14354956
ID_11	8.867214323
ID_12	10.79332342
ID_13	10.76318414
ID_14	8.351891452
ID_15	10.27993741
ID_16	8.841717852
ID_17	10.84160815
ID_18	9.52261217
ID_19	10.14463521
ID_20	9.053317362
ID_21	10.1006311
ID_22	9.830250274
ID_23	8.424724418
ID_24	11.2317625
ID_25	9.267579021
ID_26	10.13181568
ID_27	9.739646975
ID_28	10.04136814
ID_29	11.22771457
ID_30	9.376122099
ID_31	9.59099379
ID_32	9.153219571
ID_33	8.689104998
ID_34	10.59457478
ID_35	8.561379396
ID_36	10.75125003
ID_37	10.25344505
ID_38	11.04512959
ID_39	11.13688651
ID_40	8.885648611
ID_41	9.581048344
ID_42	8.332714534
ID_43	11.32161981
ID_44	10.13355001
ID_45	10.05759451
ID_46	9.235007427
ID_47	11.19988152
ID_48	9.264098391
ID_49	10.52145791
ID_50	9.548529824
ID_51	10.19914711
ID_52	10.5347047
ID_53	9.655114647
ID_54	10.85703082
ID_55	10.01100461
ID_56	9.742635065
ID_57	9.144168177
ID_58	9.478909664
ID_59	10.56044631
ID_60	9.747773446
ID_61	9.959480663
ID_62	10.38302051
ID_63	8.619427413
ID_64	10.74597824
ID_65	10.18532902
ID_66	9.933070437
ID_67	9.188075944
ID_68	8.173562185
ID_69	9.201828379
ID_70	11.05816203
ID_71	8.702351834
ID_72	10.80198687
ID_73	8.59148127
ID_74	8.761114781
ID_75	10.7954128
ID_76	9.82358313
ID_77	10.67125354
ID_78	10.07512352
ID_79	10.81297362
ID_80	9.763073813
ID_81	8.840012087
ID_82	9.706206818
ID_83	11.38471624
ID_84	9.850221935
ID_85	10.13126545
ID_86	10.55904603
ID_87	11.16968856
ID_88	11.82756129
ID_89	9.508670109
ID_90	8.827471085
ID_91	10.79632471
ID_92	8.690622799
ID_93	9.812750177
ID_94	11.9738652
ID_95	10.01841886
ID_96	12.10228931
ID_97	9.772745406
ID_98	9.995115469
ID_99	9.99228085
ID_100	11.66516487
ID_101	11.93820109
ID_102	10.22409065
ID_103	10.47439173
ID_104	9.063654928
ID_105	9.96427131
ID_106	10.03816427
ID_107	9.8605163
ID_108	12.60890064
ID_109	8.903856569
ID_110	10.47258598
ID_111	9.021476904
ID_112	11.12930438
ID_113	10.71753664
ID_114	10.59345849
ID_115	9.518934145
ID_116	11.61767061
ID_117	10.24499272
ID_118	10.10693448
ID_119	10.32619694
ID_120	9.525691925
ID_121	9.924002919
ID_122	12.1817444
ID_123	9.267047412
ID_124	11.01826733
ID_125	10.11533082
ID_126	7.860488004
ID_127	10.76237876
ID_128	10.94565702
ID_129	9.843090512
ID_130	11.25099893
ID_131	10.02253013
ID_132	10.57111254
ID_133	9.937982896
ID_134	8.172729985
ID_135	9.621943617
ID_136	8.378736857
ID_137	10.23301471
ID_138	9.639187858
ID_139	11.13298775
ID_140	10.26541624
ID_141	10.12197079
ID_142	10.3135236
ID_143	9.81137477
ID_144	9.749668262
ID_145	10.06868078
ID_146	10.14445401
ID_147	10.08485612
ID_148	10.2493304
ID_149	9.357741154
ID_150	9.059103196
ID_151	9.493256137
ID_152	9.826214658
ID_153	9.192642734
ID_154	11.05814882
ID_155	9.425853027
ID_156	12.32070369
ID_157	10.45634727
ID_158	7.671158926
ID_159	9.732061224
ID_160	9.179635389
ID_161	8.555752467
ID_162	8.298499685
ID_163	9.54209261
ID_164	9.439474488
ID_165	10.90553786
ID_166	10.10786937
ID_167	9.588877394
ID_168	10.3694564
ID_169	9.61697026
ID_170	10.03796681
ID_171	10.6093428
ID_172	10.53658426
ID_173	11.21559627
ID_174	9.668924907
ID_175	10.08146246
ID_176	9.619731104
ID_177	10.09110086
ID_178	10.07999097
ID_179	9.65509434
ID_180	10.61039063
ID_181	10.37300904
ID_182	10.39604071
ID_183	8.106737182
ID_184	10.14565766
ID_185	10.98971478
ID_186	10.28230172
ID_187	11.79028574
ID_188	10.55104606
ID_189	10.15735021
ID_190	9.332848847
ID_191	8.99332681
ID_192	11.91358866
ID_193	9.62486728
ID_194	8.985444047
ID_195	9.523124262
ID_196	10.75350408
ID_197	9.808026906
ID_198	10.35550056
ID_199	9.120260732
ID_200	9.186854549
ID_201	10.13195594
ID_202	8.532546039
ID_203	9.021257938
ID_204	9.653786442
ID_205	11.76653441
ID_206	9.003412191
ID_207	10.4438063
ID_208	10.36658858
ID_209	9.842999371
ID_210	12.08033974
ID_211	8.946590848
ID_212	11.36228685
ID_213	10.02027512
ID_214	9.948647599
ID_215	9.081198545
ID_216	9.82288378
ID_217	11.40111145
ID_218	10.34090579
ID_219	10.52301363
ID_220	9.032845848
ID_221	11.34457379
ID_222	10.36310704
ID_223	9.747324933
ID_224	8.522221413
ID_225	11.24667902
ID_226	10.0905706
ID_227	11.17655167
ID_228	9.120079447
ID_229	12.39030275
ID_230	11.48465741
ID_231	12.20932702
ID_232	9.459715964
ID_233	9.410283121
ID_234	9.032231952
ID_235	9.465946405
ID_236	9.075954474
ID_237	12.64654886
ID_238	8.869585385
ID_239	9.244169362
ID_240	11.28387361
ID_241	10.33057061
ID_242	8.353180205
ID_243	8.969184943
ID_244	9.831278114
ID_245	9.368784853
ID_246	11.34156781
ID_247	8.731442145
ID_248	10.41711705
ID_249	10.63825354
ID_250	9.421213135
ID_251	9.601854303
ID_252	9.137289932
ID_253	7.333122716
ID_254	10.15113698
ID_255	7.743158406
ID_256	11.08338497
ID_257	8.342489776
ID_258	9.960288251
ID_259	10.43372051
ID_260	7.714165727
ID_261	9.947596354
ID_262	9.638959022
ID_263	10.68950401
ID_264	9.964725793
ID_265	7.998735652
ID_266	9.591229068
ID_267	8.981869555
ID_268	10.54412899
ID_269	10.05316196
ID_270	9.532896427
ID_271	10.38480468
ID_272	10.38722429
ID_273	10.36053012
ID_274	9.782851938
ID_275	10.49248223
ID_276	9.762835566
ID_277	8.793048856
ID_278	8.155352108
ID_279	11.41167984
ID_280	9.629306371
ID_281	9.827405148
ID_282	10.20130362
ID_283	10.74152254
ID_284	10.72399261
ID_285	10.72912666
ID_286	9.243291528
ID_287	9.384336917
ID_288	11.25201409
ID_289	10.42438053
ID_290	10.36874079
ID_291	10.87230663
ID_292	9.204070452
ID_293	8.913195067
ID_294	9.897701161
ID_295	8.856715456
ID_296	8.997926084
ID_297	6.773093031
ID_298	10.12622787
ID_299	9.87047947
ID_300	9.833713423
ID_301	7.976229702
ID_302	9.455674886
ID_303	9.310429481
ID_304	10.61262478
ID_305	9.82915635
ID_306	8.265388486
ID_307	11.46232764
ID_308	9.617647191
ID_309	9.939000415
ID_310	9.963451745
ID_311	9.176323541
ID_312	9.628641517
ID_313	10.11068939
ID_314	8.684070506
ID_315	10.02919034
ID_316	11.41549201
ID_317	10.88186332
ID_318	11.39472397
ID_319	10.54770652
ID_320	9.289345954
ID_321	10.93635085
ID_322	10.76756917
ID_323	10.45280462
ID_324	9.52538811
ID_325	8.851556988
ID_326	11.78480834
ID_327	8.431494176
ID_328	10.80566022
ID_329	9.48368042
ID_330	11.51063069
ID_331	9.233213617
ID_332	9.374950567
ID_333	10.49796562
ID_334	11.21944832
ID_335	9.537858855
ID_336	8.908006861
ID_337	9.747330489
ID_338	9.454768502
ID_339	11.2341759
ID_340	8.332476295
ID_341	9.757395219
ID_342	10.35137506
ID_343	9.647889844
ID_344	9.308103815
ID_345	8.976127063
ID_346	10.70616743
ID_347	7.799123824
ID_348	10.80546753
ID_349	9.860840249
ID_350	8.518679375
ID_351	9.734693459
ID_352	9.897690787
ID_353	11.06990281
ID_354	9.74731964
ID_355	10.60105046
ID_356	9.636000166
ID_357	9.711580509
ID_358	11.52853044
ID_359	10.95393621
ID_360	8.165727104
ID_361	9.362530679
ID_362	10.25729125
ID_363	8.963859445
ID_364	10.33644101
ID_365	9.324467988
ID_366	11.20804637
ID_367	9.18032474
ID_368	10.62171379
ID_369	9.960782153
